instances,tx_hash,avg_latency_ms,num_validators
1,a465e8a792cf5124ecb84c51ebbc5ca548a08b794d7af01c5dc1ff46c83d0cce,2842.800000,10
1,442f08c0679e3d093b4935e0db5d8b1278af04306e9c8ad0d38e8ac792d80731,1990.800000,10
1,8f8faa8ea4eff1308885e03f2d9e45d7303f5abf7fb77e48a78f17688131b716,1939.800000,10
1,d847c8c47edaad96ce4a555a378eb4fc07a2f77ef33b05fd3964a51c2fc8f9e4,1389.800000,10
1,ebc7ec3aff04edb608f614ad749551c2b9dc781d0e27c3453754bce8fddb1e02,739.800000,10
1,fe2fc6cd794cb0fa1957e39c853982bebd994ee020c7adb25b330e78299480f3,3037.500000,10
1,fd0f7b1ff247eacb365029b790b6d7e37a1d9d57671ae1f24725b2319a2f50df,2865.500000,10
1,c30f7a6a457ffbb738f7928326f08b7b784afd5ca05c67733375f83f8d9c8757,2557.600000,10
1,7dd8aef96ab3132682cdceec03c59ada05ef670f293f9a12930358e1d8da485d,2454.700000,10
1,96b197f48fb75b35058da2f8de9cc21eec9d24da3781ae56708bf26032f3da56,619.700000,10
1,4657f16896becba427657d5b6760fb43f8c73bc73c530fd08d295f021f3aab5a,2864.100000,10
1,419fda37122981738f6f379bfa310ae5d762b7b1ca319416a48cc70573afdd4e,2325.100000,10
1,1987eec0e909c862529ee4f2db085dde1f0265ef440eeb78e2c19b67ff27a8b1,2080.100000,10
1,441e4be112236aa20b1bc9e28e57555700da3057707a249b394f7adfd69954a1,1720.100000,10
1,2a6b162cca398c0d16d844df0122c121a5c00c7f4084b0dfc14415035349ea53,1338.100000,10
1,4de334ac936dfed0b511c45356d254594cba462d4710265be279f5302baffefd,1184.100000,10
1,4c6e9369d58aff50b1ba3799feafd37a57d6c977db9569a662564596f4283eef,968.100000,10
1,3e6848eb9da566487a790bdf06ff464d989ee654e42d8bf368852bba7d06148f,385.100000,10
1,2eeca37c777d9b1b1b18780272668fdfcea7a484de45ccc8ec486b419ea159bc,363.100000,10
1,7a6a4f4ea4a48e2cf69ec4b0d1b24a12c24dbbb8ebe3ca5f57bfa64dc1749bf3,2393.800000,10
1,1b4fd7bcc61932928c7d5b4b7115b0c155765f886a44a3b4afcad5b0a794bd37,1964.800000,10
1,8c968d772cbb658997eaa44d85e32c2728e34b0738a41bcf3a2b446357bea668,1378.800000,10
1,78021729b3410e9738fd42206ee780cd25288cd63232cce5dc4e9e2d676262d1,3123.200000,10
1,d1bffe3114322cd0f9f29aca27bb14a96c66e02d5ccfee5dc05b800fe59d5c80,2844.200000,10
1,f48b4eb54e87304da849b626946e765cf61a5ecd2fd112d79bdb08085b8589d2,2166.200000,10
1,9db8f599b28d2ccf4bb325a61d63cdc312b6009bc35cbea0947b6f569df0d82e,2219.200000,10
1,ec95cc11580141a8a9823e73453cd2a197d62fc386d5df4e0f5037adaf2ebfbb,1905.200000,10
1,7526fb577f9c11a1909082bd0bbb8df0b3f7b5fa834703164ada79b56f8d3a75,1707.200000,10
1,f1a41eda14f9cee362f473e6881fdeaf56fc4ce5cc92adde1f6632b766d81d91,756.200000,10
1,8f95153957843c935bbbe533eefcca6e493060b8556a56119b181fb68782f281,287.200000,10
1,46a26a7509199b2f74753955669451ca79f16a8f985d1c812d08aac5a98a0586,3391.900000,10
1,e18d73e1e2c51478b946fa3a328f6ee6c713ac7c3676cc108fe46d3158735df3,2411.900000,10
1,ed3324801c6d4bad176b00a3c49e35619e7204a0b2fadf548aa3ce7941518946,2395.900000,10
1,e0e2ee70fc1f785e03d7182e01750eac8686555a54ab6985afa4c92d22b23ccb,1591.900000,10
1,2344d7b74afdb4eafb980d45809f914194a2daa709d2caf270efec6682eb1950,1469.900000,10
1,bd7a11226e51d8c0a09720f42564dd5ac325f96af106ee49837e0d1d7abe5a12,1400.900000,10
1,d51f730a3dc64139e7f47377702f1a7f957c182cbaf2060f4aeeff1f0a61db22,1383.900000,10
1,5b16d92c2f64baa57cfb56d73f1cbfd695740d4a7f7ab3f83d86e0076d25a58e,456.000000,10
1,98fd5af211125dd5a4f28d1cf1def6af140b37b9f47f7b08f674451d393ed79f,2760.700000,10
1,e977ccf57de73f0a267d4fbd90d7908f669d0ad94d910bdec07871a9517e6a27,2370.700000,10
1,0c210c0e5b256794bbe6b4e81e4551bb40db6c80d16cad8cdfbf20d7b0409e12,1726.700000,10
1,c23c54f456b3f7836331a44f647b986379d9aa251b162bd313548ec0c9f11d93,1276.800000,10
1,a211cb810799a788c729c2546cc8e47f2d827a278bd4c7f2f1ef23c410886d4f,2582.100000,10
1,2e08307a80cea967b9127aee500802b89e1c990c9a8364f8ce5d77fc1883205f,2051.100000,10
1,02698db4204a28bf0af2031dbbdb5355b83a1184619eb36803eced3f612bfe31,1623.100000,10
1,472e61d1d382024c88f5abc5bb1272a757d54cb279e5873055799f5405a04b6e,1616.100000,10
1,554d37f4deef478c0f06fc5bd85a2fc0a1bc1d422f6f065fd67f08ec6099b354,1371.100000,10
1,5b9eac71114e348215bf742207cd37f36c208799adf1f1b62040b206f2583b2d,1250.100000,10
1,6a9d2b655285c6fd78389971d89d1321eb7a3d7d1ffabd7c3c59ae4950e0ae8a,764.100000,10
1,69d3414c31a0e002cb4dfb23f039b8c35c440e1ae01c448d953e2b1e6f39b11d,3408.800000,10
1,89d2c8b8c489b477c83e6b415ea4806cc74a9e08d7a33251b78726132c0a51c5,2198.900000,10
1,03b4306d294a27a5316414729934e47fa0be8fe6018b076df0ed5c220c22d1d8,1668.900000,10
1,551e9ed0f30bf008543026700d85e8fee8439bb177b8b693ef6df81fd18ffadd,1593.900000,10
1,1746b59da0f090fac15fa1014af76ff368f96a4d54574cd63f1c3a654f719c62,1067.900000,10
1,2152c508d5dccb16772fb81fdf92ff18212579bd51b10e77f130a9c197f9eb34,2748.500000,10
1,73f64d74cb811db9368da12c4650b9246b9c3c19775a8a0b2ebf71f88ee7294f,2657.500000,10
1,845f16302a7e3587a82bbcd9bb9ae39468ea09e94cf6219455e6a4d758faf4a1,2099.500000,10
1,b6dfdc53dac732f0849317fc42185b02aeea73ec0b9fe21c150de9baa72b3ffc,2098.500000,10
